Artist,Number of weeks in top ten,Peak,Peak date,Title,Top ten entry date,Year
David Rose and His Orchestra,9,1,7-Jul,The Stripper,16-Jun,1962
Johnny Crawford,2,8,23-Jun,Cindy's Birthday,23-Jun,1962
The Everly Brothers,1,9,23-Jun,That's Old Fashioned,23-Jun,1962
Bobby Vinton,10,1,14-Jul,Roses Are Red (My Love),30-Jun,1962
Emilio Pericoli,3,6,7-Jul,Al Di La,30-Jun,1962
Claude King,4,6,21-Jul,Wolverton Mountain,7-Jul,1962
Joe Henderson,1,8,7-Jul,Snap Your Fingers,7-Jul,1962
Joanie Sommers,2,7,21-Jul,Johnny Get Angry,7-Jul,1962
The Orlons,6,2,21-Jul,The Wah-Watusi,14-Jul,1962
Brian Hyland,6,3,28-Jul,Sealed with a Kiss,14-Jul,1962
Dee Dee Sharp,3,9,14-Jul,Gravy (For My Mashed Potatoes),14-Jul,1962
Pat Boone,5,6,28-Jul,Speedy Gonzales,21-Jul,1962
Neil Sedaka,7,1,11-Aug,Breaking Up Is Hard to Do,28-Jul,1962
Ray Stevens,5,5,4-Aug,Ahab the Arab,28-Jul,1962
Little Eva,7,1,25-Aug,The Loco-Motion,4-Aug,1962
Richard Chamberlain,1,10,4-Aug,Theme from Dr. Kildare (Three Stars Will Shine Tonight),4-Aug,1962
Barbara Lynn,1,8,11-Aug,You'll Lose a Good Thing,11-Aug,1962
Bobby Darin,5,3,25-Aug,Things,11-Aug,1962
Ray Charles,5,2,8-Sep,You Don't Know Me,18-Aug,1962
Dion,3,8,18-Aug,Little Diane,18-Aug,1962
Tommy Roe,6,1,1-Sep,Sheila,25-Aug,1962
Claudine Clark,3,5,1-Sep,Party Lights,25-Aug,1962
Elvis Presley,5,5,8-Sep,She's Not You,25-Aug,1962
Connie Francis,2,9,1-Sep,Vacation,1-Sep,1962
"Nat ""King"" Cole",8,2,22-Sep,Ramblin' Rose,8-Sep,1962
Rick Nelson,4,5,22-Sep,Teen Age Idol,8-Sep,1962
The Four Seasons,7,1,15-Sep,Sherry,15-Sep,1962
Booker T. & the M.G.'s,6,3,29-Sep,Green Onions,15-Sep,1962
Dickey Lee,7,6,6-Oct,Patches,15-Sep,1962
"Dave ""Baby"" Cortez",1,10,15-Sep,Rinky Dink,15-Sep,1962
Chris Montez,5,4,6-Oct,Let's Dance,22-Sep,1962
The Duprees,2,7,22-Sep,You Belong to Me,22-Sep,1962
Mary Wells,2,9,22-Sep,You Beat Me to the Punch,22-Sep,1962
"Bobby ""Boris"" Pickett and the Crypt-Kickers",7,1,20-Oct,Monster Mash,29-Sep,1962
Bent Fabric,3,7,29-Sep,Alley Cat,29-Sep,1962
Jimmy Clanton,1,7,6-Oct,Venus in Blue Jeans,6-Oct,1962
Frank Ifield,4,5,13-Oct,I Remember You,6-Oct,1962
The Contours,5,3,20-Oct,Do You Love Me,13-Oct,1962
"Peter, Paul and Mary",1,10,13-Oct,If I Had a Hammer,13-Oct,1962
The Crystals,7,1,3-Nov,He's a Rebel,20-Oct,1962
Gene Pitney,4,2,3-Nov,Only Love Can Break a Heart,20-Oct,1962
Brenda Lee,7,3,10-Nov,All Alone Am I,27-Oct,1962
Johnny Mathis,5,6,17-Nov,Gina,27-Oct,1962
The Four Seasons,10,1,17-Nov,Big Girls Don't Cry,3-Nov,1962
Chubby Checker,12,2,22-Dec,Limbo Rock,3-Nov,1962
Neil Sedaka,5,5,17-Nov,Next Door to an Angel,3-Nov,1962
Elvis Presley,10,2,17-Nov,Return to Sender,3-Nov,1962
Chubby Checker,1,10,10-Nov,Popeye (The Hitchhiker),10-Nov,1962
Marcie Blane,8,3,1-Dec,Bobby's Girl,17-Nov,1962
The Orlons,6,4,8-Dec,Don't Hang Up,17-Nov,1962
Bobby Rydell,1,10,17-Nov,The Cha-Cha-Cha,17-Nov,1962
Dee Dee Sharp,4,5,8-Dec,Ride!,24-Nov,1962
The Tijuana Brass,3,6,8-Dec,The Lonely Bull,1-Dec,1962
The Tornados,8,1,22-Dec,Telstar,8-Dec,1962
"""Little Esther"" Phillips",4,8,22-Dec,Release Me,8-Dec,1962
Ray Charles,2,7,29-Dec,You Are My Sunshine,22-Dec,1962
Dion,1,10,22-Dec,Love Came to Me,22-Dec,1962
Steve Lawrence,9,1,12-Jan,Go Away Little Girl,15-Dec,1963
Brook Benton,4,3,19-Jan,Hotel Happiness,29-Dec,1963
Bob B. Soxx & the Blue Jeans,3,8,12-Jan,Zip-a-Dee-Doo-Dah,29-Dec,1963
The Exciters,5,4,19-Jan,Tell Him,5-Jan,1963
Lou Monte,3,5,12-Jan,Pepino the Italian Mouse,5-Jan,1963
Bobby Vee,6,3,2-Feb,The Night Has a Thousand Eyes,12-Jan,1963
Paul Petersen,4,6,26-Jan,My Dad,12-Jan,1963
Mary Wells,4,7,19-Jan,Two Lovers,12-Jan,1963
Paul & Paula,9,1,9-Feb,Hey Paula,19-Jan,1963
The Rooftop Singers,7,1,26-Jan,Walk Right In,26-Jan,1963
Rick Nelson,2,6,2-Feb,It's Up to You,26-Jan,1963
Johnny Thunder,3,4,9-Feb,Loop de Loop,2-Feb,1963
The Drifters,3,5,9-Feb,Up on the Roof,2-Feb,1963
The Four Seasons,7,1,2-Mar,Walk Like a Man,9-Feb,1963
Dion,6,2,23-Feb,Ruby Baby,9-Feb,1963
The Cascades,9,3,9-Mar,Rhythm of the Rain,9-Feb,1963
The Miracles,3,8,9-Feb,You've Really Got a Hold on Me,9-Feb,1963
Ned Miller,3,6,16-Feb,From a Jack to a King,16-Feb,1963
Bobby Darin,7,3,16-Mar,You're the Reason I'm Living,23-Feb,1963
Eydie Gormé,5,7,2-Mar,Blame It on the Bossa Nova,23-Feb,1963
The Rebels,3,8,9-Mar,Wild Weekend,23-Feb,1963
Johnny Mathis,4,9,9-Mar,What Will My Mary Say,2-Mar,1963
Ruby & the Romantics,6,1,23-Mar,Our Day Will Come,9-Mar,1963
Skeeter Davis,6,2,23-Mar,The End of the World,9-Mar,1963
The Chiffons,9,1,30-Mar,He's So Fine,16-Mar,1963
The Orlons,5,3,13-Apr,South Street,23-Mar,1963
Roy Orbison,3,7,30-Mar,In Dreams,23-Mar,1963
Jackie Wilson,5,5,13-Apr,Baby Workout,30-Mar,1963
Bill Pursell,1,9,30-Mar,Our Winter Love,30-Mar,1963
Andy Williams,7,2,13-Apr,Can't Get Used to Losing You,6-Apr,1963
Paul & Paula,4,6,20-Apr,Young Lovers,6-Apr,1963
Little Peggy March,8,1,27-Apr,I Will Follow Him,13-Apr,1963
"Peter, Paul and Mary",6,2,11-May,"Puff, the Magic Dragon",13-Apr,1963
Dee Dee Sharp,2,10,13-Apr,Do the Bird,13-Apr,1963
The Chantays,5,4,4-May,Pipeline,20-Apr,1963
The Cookies,3,7,27-Apr,Don't Say Nothin' Bad (About My Baby),20-Apr,1963
The Drifters,2,9,27-Apr,On Broadway,27-Apr,1963
Mongo Santamaría,2,10,27-Apr,Watermelon Man,27-Apr,1963
Jimmy Soul,6,1,18-May,If You Wanna Be Happy,4-May,1963
The Beach Boys,6,3,25-May,Surfin' U.S.A.,4-May,1963
The Shirelles,3,4,25-May,Foolish Little Girl,11-May,1963
Brenda Lee,4,6,25-May,Losing You,11-May,1963
The Kingston Trio,2,8,18-May,The Reverend Mr. Black,11-May,1963
Al Martino,6,3,1-Jun,I Love You Because,18-May,1963
Lesley Gore,7,1,1-Jun,It's My Party,25-May,1963
Lou Christie,3,6,1-Jun,Two Faces Have I,25-May,1963
Ray Charles,1,8,25-May,Take These Chains from My Heart,25-May,1963
Sam Cooke,1,10,25-May,Another Saturday Night,25-May,1963
Kyu Sakamoto,8,1,15-Jun,Sukiyaki,1-Jun,1963
The Crystals,4,3,8-Jun,Da Doo Ron Ron,1-Jun,1963
The Dovells,5,3,15-Jun,You Can't Sit Down,1-Jun,1963
"Nat ""King"" Cole",4,6,29-Jun,Those Lazy-Hazy-Crazy Days of Summer,8-Jun,1963
Bill Anderson,3,8,8-Jun,Still,8-Jun,1963
Bobby Vinton,5,3,6-Jul,Blue on Blue,15-Jun,1963
Barbara Lewis,5,3,22-Jun,Hello Stranger,15-Jun,1963
Bobby Darin,1,10,15-Jun,Eighteen Yellow Roses,15-Jun,1963
The Chiffons,4,5,13-Jul,One Fine Day,22-Jun,1963
The Essex,7,1,6-Jul,Easier Said Than Done,29-Jun,1963
Jan and Dean,7,1,20-Jul,Surf City,29-Jun,1963
Lonnie Mack,5,5,20-Jul,Memphis,29-Jun,1963
The Tymes,7,1,3-Aug,So Much in Love,6-Jul,1963
Rolf Harris,5,3,13-Jul,"Tie Me Kangaroo Down, Sport",6-Jul,1963
The Surfaris,7,2,10-Aug,Wipe Out,13-Jul,1963
Little Stevie Wonder,7,1,10-Aug,Fingertips - Part 2,20-Jul,1963
Elvis Presley,6,3,10-Aug,(You're the) Devil in Disguise,20-Jul,1963
Marvin Gaye,1,10,20-Jul,Pride and Joy,20-Jul,1963
"Peter, Paul and Mary",7,2,17-Aug,Blowin' in the Wind,27-Jul,1963
Doris Troy,2,10,27-Jul,Just One Look,27-Jul,1963
Lesley Gore,5,5,17-Aug,Judy's Turn to Cry,3-Aug,1963
The Four Seasons,5,3,24-Aug,Candy Girl,10-Aug,1963
Kai Winding,4,8,24-Aug,More,10-Aug,1963
The Angels,9,1,31-Aug,My Boyfriend's Back,17-Aug,1963
Allan Sherman,6,2,24-Aug,"Hello Muddah, Hello Fadduh (A Letter from Camp)",17-Aug,1963
Randy & the Rainbows,2,10,24-Aug,Denise,24-Aug,1963
Trini Lopez,5,3,7-Sep,If I Had a Hammer,31-Aug,1963
Inez and Charlie Foxx,3,7,7-Sep,Mockingbird,31-Aug,1963
Bobby Vinton,8,1,21-Sep,Blue Velvet,7-Sep,1963
Martha and the Vandellas,6,4,21-Sep,(Love Is Like a) Heat Wave,7-Sep,1963
Major Lance,2,8,7-Sep,The Monkey Time,7-Sep,1963
Freddie Scott,1,10,7-Sep,Hey Girl,7-Sep,1963
The Jaynetts,6,2,28-Sep,Sally Go 'Round the Roses,14-Sep,1963
The Crystals,4,6,14-Sep,Then He Kissed Me,14-Sep,1963
The Beach Boys,2,7,14-Sep,Surfer Girl,14-Sep,1963
Garnet Mimms,6,4,12-Oct,Cry Baby,21-Sep,1963
The Miracles,2,8,21-Sep,Mickey's Monkey,21-Sep,1963
The Ronettes,6,2,12-Oct,Be My Baby,28-Sep,1963
The Tymes,2,7,28-Sep,Wonderful! Wonderful!,28-Sep,1963
Jimmy Gilmer and the Fireballs,10,1,12-Oct,Sugar Shack,5-Oct,1963
Ray Charles,6,4,19-Oct,Busted,5-Oct,1963
Roy Orbison,5,5,2-Nov,Mean Woman Blues,12-Oct,1963
Dion,4,6,26-Oct,Donna the Prima Donna,12-Oct,1963
Nino Tempo & April Stevens,7,1,16-Nov,Deep Purple,19-Oct,1963
"Peter, Paul and Mary",2,9,26-Oct,"Don't Think Twice, It's All Right",19-Oct,1963
The Village Stompers,7,2,23-Nov,Washington Square,26-Oct,1963
The Impressions,5,4,9-Nov,It's All Right,2-Nov,1963
Los Indios Tabajaras,4,6,16-Nov,Maria Elena,2-Nov,1963
Skeeter Davis,2,7,2-Nov,I Can't Stay Mad at You,2-Nov,1963
Dale and Grace,7,1,23-Nov,I'm Leaving It Up to You,9-Nov,1963
Elvis Presley,4,8,16-Nov,Bossa Nova Baby,9-Nov,1963
Tommy Roe,6,3,7-Dec,Everybody,16-Nov,1963
Lesley Gore,4,5,7-Dec,She's a Fool,16-Nov,1963
Bobby Bare,1,10,16-Nov,500 Miles Away From Home,16-Nov,1963
The Singing Nun,9,1,7-Dec,Dominique,23-Nov,1963
The Dixiebelles,1,9,30-Nov,(Down at) Papa Joe's,30-Nov,1963
The Kingsmen,9,2,14-Dec,Louie Louie,7-Dec,1963
The Caravelles,4,3,21-Dec,You Don't Have to Be a Baby to Cry,7-Dec,1963
The Beach Boys,4,6,21-Dec,Be True to Your School,7-Dec,1963
Rufus Thomas,2,10,7-Dec,Walking the Dog,7-Dec,1963
Lenny Welch,5,4,28-Dec,Since I Fell for You,14-Dec,1963
Dion,3,6,28-Dec,Drip Drop,14-Dec,1963
Bobby Vinton,9,1,4-Jan,There! I've Said It Again,14-Dec,1964
The Murmaids,6,3,11-Jan,Popsicles and Icicles,21-Dec,1964
Bobby Rydell,5,4,18-Jan,Forget Him,28-Dec,1964
Johnny Tillotson,3,7,4-Jan,Talk Back Trembling Lips,28-Dec,1964
Martha and the Vandellas,1,8,4-Jan,Quicksand,4-Jan,1964
Shirley Ellis,3,8,11-Jan,The Nitty Gritty,4-Jan,1964
Joey Powers,2,10,4-Jan,Midnight Mary,4-Jan,1964
The Trashmen,5,4,25-Jan,Surfin' Bird,11-Jan,1964
The Marketts,5,3,1-Feb,Out of Limits,18-Jan,1964
The Rip Chords,6,4,8-Feb,Hey Little Cobra,18-Jan,1964
Jan and Dean,2,10,18-Jan,Drag City,18-Jan,1964
The Beatles,12,1,1-Feb,I Want to Hold Your Hand,25-Jan,1964
Major Lance,6,5,8-Feb,"Um, Um, Um, Um, Um, Um",25-Jan,1964
Lesley Gore,5,2,1-Feb,You Don't Own Me,1-Feb,1964
Rick Nelson,3,6,15-Feb,For You,1-Feb,1964
Dionne Warwick,3,8,15-Feb,Anyone Who Had a Heart,1-Feb,1964
The Beatles,11,1,21-Mar,She Loves You,8-Feb,1964
Al Hirt,6,4,29-Feb,Java,15-Feb,1964
The Tams,2,9,22-Feb,What Kind of Fool (Do You Think I Am),15-Feb,1964
The Four Seasons,6,3,22-Feb,Dawn (Go Away),22-Feb,1964
The Rivieras,4,5,29-Feb,California Sun,22-Feb,1964
Diane Renay,5,6,14-Mar,Navy Blue,22-Feb,1964
The Beatles,7,3,14-Mar,Please Please Me,29-Feb,1964
Dale & Grace,2,8,7-Mar,Stop and Think It Over,29-Feb,1964
The Beach Boys,4,5,21-Mar,"Fun, Fun, Fun",7-Mar,1964
Bobby Goldsboro,2,9,14-Mar,See the Funny Little Clown,7-Mar,1964
Al Martino,2,9,21-Mar,I Love You More and More Every Day,14-Mar,1964
Louis Armstrong,13,1,9-May,"Hello, Dolly!",21-Mar,1964
The Beatles,7,2,4-Apr,Twist and Shout,21-Mar,1964
Terry Stafford,7,3,11-Apr,Suspicion,28-Mar,1964
Bobby Vinton,2,9,28-Mar,My Heart Belongs to Only You,28-Mar,1964
The Dave Clark Five,5,6,25-Apr,Glad All Over,28-Mar,1964
The Beatles,6,1,4-Apr,Can't Buy Me Love,4-Apr,1964
Betty Everett,3,6,11-Apr,The Shoop Shoop Song (It's in His Kiss),4-Apr,1964
The Serendipity Singers,6,6,2-May,Don't Let the Rain Come Down (Crooked Little Man),11-Apr,1964
The Beatles,5,2,9-May,Do You Want to Know a Secret,18-Apr,1964
Jan and Dean,5,8,9-May,Dead Man's Curve,18-Apr,1964
The Dave Clark Five,5,4,2-May,Bits and Pieces,25-Apr,1964
Mary Wells,8,1,16-May,My Guy,25-Apr,1964
The Four Seasons,4,6,16-May,Ronnie,2-May,1964
Danny Williams,2,9,16-May,White on White,9-May,1964
The Beatles,6,1,30-May,Love Me Do,16-May,1964
Roy Orbison,3,9,23-May,It's Over,16-May,1964
The Dixie Cups,7,1,6-Jun,Chapel of Love,23-May,1964
Peter and Gordon,8,1,27-Jun,A World Without Love,23-May,1964
The Ray Charles Singers,6,3,13-Jun,Love Me with All Your Heart,23-May,1964
The Reflections,3,6,30-May,(Just Like) Romeo and Juliet,23-May,1964
Dionne Warwick,5,6,13-Jun,Walk On By,30-May,1964
Billy J. Kramer with The Dakotas,3,7,13-Jun,Little Children,30-May,1964
The Beatles,1,10,6-Jun,P.S. I Love You,6-Jun,1964
The Beach Boys,9,1,4-Jul,I Get Around,13-Jun,1964
Barbra Streisand,5,5,27-Jun,People,13-Jun,1964
Millie Small,5,2,4-Jul,My Boy Lollipop,20-Jun,1964
Gerry and the Pacemakers,5,4,4-Jul,Don't Let the Sun Catch You Crying,20-Jun,1964
The Bachelors,1,10,20-Jun,Diane,20-Jun,1964
Johnny Rivers,6,2,11-Jul,Memphis,27-Jun,1964
Billy J. Kramer with The Dakotas,2,9,27-Jun,Bad to Me,27-Jun,1964
The Four Seasons,7,1,18-Jul,Rag Doll,4-Jul,1964
The Dave Clark Five,4,4,18-Jul,Can't You See That She's Mine,4-Jul,1964
Stan Getz and Astrud Gilberto,4,5,18-Jul,The Girl From Ipanema,11-Jul,1964
Chuck Berry,1,10,11-Jul,No Particular Place to Go,11-Jul,1964
Jan and Dean,5,3,1-Aug,The Little Old Lady from Pasadena,18-Jul,1964
Roger Miller,4,7,1-Aug,Dang Me,18-Jul,1964
The Impressions,2,10,18-Jul,Keep On Pushing,18-Jul,1964
The Beatles,8,1,1-Aug,A Hard Day's Night,25-Jul,1964
Dusty Springfield,5,6,1-Aug,Wishin' and Hopin',25-Jul,1964
Dean Martin,8,1,15-Aug,Everybody Loves Somebody,1-Aug,1964
The Supremes,9,1,22-Aug,Where Did Our Love Go,1-Aug,1964
The Drifters,5,4,22-Aug,Under the Boardwalk,8-Aug,1964
The Jelly Beans,2,9,8-Aug,I Wanna Love Him So Bad,8-Aug,1964
The Animals,8,1,5-Sep,The House of the Rising Sun,15-Aug,1964
Bobby Freeman,5,5,29-Aug,C'mon and Swim,15-Aug,1964
The Dave Clark Five,5,3,12-Sep,Because,22-Aug,1964
The Ventures,2,8,22-Aug,"Walk, Don't Run '64",22-Aug,1964
Gerry and the Pacemakers,3,9,5-Sep,How Do You Do It?,22-Aug,1964
The Newbeats,7,2,19-Sep,Bread and Butter,29-Aug,1964
Ronny & the Daytonas,6,4,26-Sep,G.T.O.,5-Sep,1964
Roy Orbison,8,1,26-Sep,"Oh, Pretty Woman",12-Sep,1964
The Shangri-Las,6,5,26-Sep,Remember (Walking in the Sand),12-Sep,1964
Manfred Mann,9,1,17-Oct,Do Wah Diddy Diddy,19-Sep,1964
Martha and the Vandellas,7,2,17-Oct,Dancing in the Street,19-Sep,1964
Gene Pitney,4,7,3-Oct,It Hurts to Be in Love,26-Sep,1964
The Four Seasons,2,10,26-Sep,Save It for Me,26-Sep,1964
Gale Garnett,6,4,17-Oct,We'll Sing in the Sunshine,3-Oct,1964
J. Frank Wilson and the Cavaliers,8,2,7-Nov,Last Kiss,10-Oct,1964
Chad & Jeremy,3,7,17-Oct,A Summer Song,10-Oct,1964
Betty Everett and Jerry Butler,5,5,7-Nov,Let It Be Me,17-Oct,1964
The Beach Boys,2,9,17-Oct,When I Grow Up (To Be a Man),17-Oct,1964
The Supremes,8,1,31-Oct,Baby Love,24-Oct,1964
The Honeycombs,5,5,14-Nov,Have I the Right?,24-Oct,1964
The Hondells,1,9,31-Oct,Little Honda,31-Oct,1964
Roger Miller,2,9,7-Nov,Chug-A-Lug,31-Oct,1964
The Shangri-Las,5,1,28-Nov,Leader of the Pack,7-Nov,1964
Jay and the Americans,4,3,21-Nov,Come a Little Bit Closer,7-Nov,1964
Dean Martin,3,6,14-Nov,The Door Is Still Open to My Heart,7-Nov,1964
Lorne Greene,7,1,5-Dec,Ringo,14-Nov,1964
The Zombies,8,2,12-Dec,She's Not There,14-Nov,1964
The Rolling Stones,6,6,5-Dec,Time Is on My Side,21-Nov,1964
The Kinks,5,7,28-Nov,You Really Got Me,21-Nov,1964
Bobby Vinton,9,1,12-Dec,Mr. Lonely,28-Nov,1964
Johnny Rivers,2,9,5-Dec,Mountain of Love,28-Nov,1964
The Supremes,9,1,19-Dec,Come See About Me,5-Dec,1964
Gene Pitney,3,9,12-Dec,I'm Gonna Be Strong,5-Dec,1964
The Beatles,7,1,26-Dec,I Feel Fine,12-Dec,1964
The Beach Boys,3,8,19-Dec,"Dance, Dance, Dance",12-Dec,1964
Little Anthony and the Imperials,5,6,26-Dec,Goin' Out of My Head,19-Dec,1964
The Beatles,2,4,26-Dec,She's a Woman,26-Dec,1964
The Larks,5,7,16-Jan,The Jerk,26-Dec,1965
The Searchers,6,3,16-Jan,Love Potion No. 9,2-Jan,1965
The Impressions,2,7,9-Jan,Amen,2-Jan,1965
Julie Rogers,2,10,2-Jan,The Wedding,2-Jan,1965
Petula Clark,9,1,23-Jan,Downtown,9-Jan,1965
The Righteous Brothers,9,1,6-Feb,You've Lost That Lovin' Feelin',9-Jan,1965
Marvin Gaye,4,6,30-Jan,How Sweet It Is (To Be Loved by You),16-Jan,1965
Del Shannon,3,9,30-Jan,Keep Searchin' (We'll Follow the Sun),16-Jan,1965
Shirley Ellis,5,3,30-Jan,The Name Game,23-Jan,1965
Gary Lewis & the Playboys,9,1,20-Feb,This Diamond Ring,30-Jan,1965
Joe Tex,3,5,30-Jan,Hold What You've Got,30-Jan,1965
The Kinks,4,7,6-Feb,All Day and All of the Night,30-Jan,1965
The Temptations,8,1,6-Mar,My Girl,6-Feb,1965
Sam Cooke,4,7,27-Feb,Shake,6-Feb,1965
The Kingsmen,5,4,6-Mar,The Jolly Green Giant,13-Feb,1965
Peter and Gordon,3,9,20-Feb,I Go to Pieces,13-Feb,1965
The Ad Libs,2,8,27-Feb,The Boy from New York City,20-Feb,1965
Roger Miller,7,4,20-Mar,King of the Road,27-Feb,1965
The Zombies,2,6,27-Feb,Tell Her No,27-Feb,1965
The Beatles,5,1,13-Mar,Eight Days a Week,6-Mar,1965
Jewel Akens,6,3,20-Mar,The Birds and the Bees,6-Mar,1965
Gerry and the Pacemakers,4,6,20-Mar,Ferry Cross the Mersey,6-Mar,1965
The Supremes,8,1,27-Mar,Stop! In the Name of Love,13-Mar,1965
Herman's Hermits,6,2,27-Mar,Can't You Hear My Heartbeat,13-Mar,1965
Little Anthony and the Imperials,1,10,13-Mar,Hurt So Bad,13-Mar,1965
Junior Walker & the All Stars,6,4,3-Apr,Shotgun,20-Mar,1965
Shirley Bassey,3,8,27-Mar,Goldfinger,20-Mar,1965
Freddie and the Dreamers,6,1,10-Apr,I'm Telling You Now,3-Apr,1965
Martha and the Vandellas,3,8,10-Apr,Nowhere to Run,3-Apr,1965
Vic Dana,2,10,3-Apr,Red Roses for a Blue Lady,3-Apr,1965
Wayne Fontana and The Mindbenders,5,1,24-Apr,Game of Love,10-Apr,1965
Petula Clark,6,3,1-May,I Know a Place,10-Apr,1965
The Kinks,3,6,24-Apr,Tired of Waiting for You,17-Apr,1965
Shirley Ellis,2,8,24-Apr,The Clapping Song,17-Apr,1965
The Moody Blues,1,10,17-Apr,Go Now,17-Apr,1965
Herman's Hermits,7,1,1-May,"Mrs. Brown, You've Got a Lovely Daughter",24-Apr,1965
The Seekers,6,4,15-May,I'll Never Find Another You,24-Apr,1965
Herman's Hermits,5,5,15-May,Silhouettes,24-Apr,1965
Gary Lewis & the Playboys,5,2,8-May,Count Me In,1-May,1965
The Rolling Stones,2,9,1-May,The Last Time,1-May,1965
The Beatles,6,1,22-May,Ticket to Ride,8-May,1965
Sounds Orchestral,1,10,8-May,Cast Your Fate to the Wind,8-May,1965
The Beach Boys,7,1,29-May,"Help Me, Rhonda",15-May,1965
Sam the Sham & the Pharaohs,9,2,5-Jun,Wooly Bully,15-May,1965
Marvin Gaye,1,8,15-May,I'll Be Doggone,15-May,1965
The Righteous Brothers,2,9,15-May,Just Once in My Life,15-May,1965
The Supremes,5,1,12-Jun,Back in My Arms Again,22-May,1965
Elvis Presley,7,3,12-Jun,Crying in the Chapel,22-May,1965
The Beau Brummels,3,8,5-Jun,Just a Little,29-May,1965
Tom Jones,2,10,29-May,It's Not Unusual,29-May,1965
Four Tops,10,1,19-Jun,I Can't Help Myself (Sugar Pie Honey Bunch),5-Jun,1965
Roger Miller,3,7,12-Jun,Engine Engine Number 9,5-Jun,1965
The Byrds,7,1,26-Jun,Mr. Tambourine Man,12-Jun,1965
Herman's Hermits,5,4,10-Jul,Wonderful World,12-Jun,1965
The Yardbirds,3,6,3-Jul,For Your Love,19-Jun,1965
Patti Page,2,8,26-Jun,"Hush, Hush, Sweet Charlotte",19-Jun,1965
The Rolling Stones,9,1,10-Jul,(I Can't Get No) Satisfaction,26-Jun,1965
Johnny Rivers,6,7,3-Jul,The Seventh Son,26-Jun,1965
Barbara Mason,6,5,31-Jul,"Yes, I'm Ready",3-Jul,1965
Jackie DeShannon,5,7,24-Jul,What the World Needs Now Is Love,3-Jul,1965
Jay and the Americans,5,4,31-Jul,Cara Mia,10-Jul,1965
Ian Whitcomb and Bluesville,3,8,17-Jul,You Turn Me On,10-Jul,1965
Herman's Hermits,6,1,7-Aug,"I'm Henry VIII, I Am",17-Jul,1965
Tom Jones,5,3,31-Jul,What's New Pussycat?,17-Jul,1965
Gary Lewis & the Playboys,5,2,21-Aug,Save Your Heart for Me,31-Jul,1965
The Dave Clark Five,2,7,7-Aug,I Like It Like That,31-Jul,1965
Sonny & Cher,7,1,14-Aug,I Got You Babe,7-Aug,1965
Patty Duke,3,8,14-Aug,Don't Just Stand There,7-Aug,1965
The Beach Boys,5,3,28-Aug,California Girls,14-Aug,1965
The Righteous Brothers,5,4,28-Aug,Unchained Melody,14-Aug,1965
Four Tops,4,5,28-Aug,It's the Same Old Song,14-Aug,1965
Billy Joe Royal,3,9,28-Aug,Down in the Boondocks,14-Aug,1965
The Beatles,6,1,4-Sep,Help!,21-Aug,1965
Bob Dylan,5,2,4-Sep,Like a Rolling Stone,28-Aug,1965
Mel Carter,2,8,28-Aug,"Hold Me, Thrill Me, Kiss Me",28-Aug,1965
James Brown,3,8,4-Sep,Papa's Got a Brand New Bag,28-Aug,1965
Barry McGuire,7,1,25-Sep,Eve of Destruction,4-Sep,1965
We Five,6,3,25-Sep,You Were on My Mind,4-Sep,1965
Ramsey Lewis Trio,6,5,9-Oct,The 'In' Crowd,11-Sep,1965
The Turtles,3,8,18-Sep,It Ain't Me Babe,11-Sep,1965
The McCoys,7,1,2-Oct,Hang on Sloopy,18-Sep,1965
The Dave Clark Five,4,4,25-Sep,Catch Us If You Can,18-Sep,1965
The Yardbirds,2,9,25-Sep,Heart Full of Soul,18-Sep,1965
Sonny,2,10,25-Sep,Laugh at Me,25-Sep,1965
The Beatles,6,1,9-Oct,Yesterday,2-Oct,1965
Roy Head and the Traits,5,2,16-Oct,Treat Her Right,2-Oct,1965
The Fortunes,2,7,9-Oct,You've Got Your Troubles,2-Oct,1965
Sonny & Cher,3,8,9-Oct,Baby Don't Go,2-Oct,1965
The Lovin' Spoonful,2,9,16-Oct,Do You Believe in Magic,9-Oct,1965
The Toys,6,2,30-Oct,A Lover's Concerto,16-Oct,1965
The Gentrys,4,4,30-Oct,Keep on Dancing,16-Oct,1965
Herman's Hermits,2,7,16-Oct,Just a Little Bit Better,16-Oct,1965
The Rolling Stones,6,1,6-Nov,Get Off of My Cloud,23-Oct,1965
Gary Lewis & the Playboys,4,4,6-Nov,Everybody Loves a Clown,23-Oct,1965
The Vogues,5,4,13-Nov,You're the One,23-Oct,1965
Bob Dylan,3,7,6-Nov,Positively 4th Street,23-Oct,1965
Len Barry,7,2,20-Nov,1/2/2003,30-Oct,1965
Fontella Bass,6,4,20-Nov,Rescue Me,6-Nov,1965
Herb Alpert & the Tijuana Brass,6,7,27-Nov,A Taste of Honey,6-Nov,1965
The Supremes,6,1,20-Nov,I Hear a Symphony,13-Nov,1965
The Four Seasons,8,3,11-Dec,Let's Hang On!,13-Nov,1965
Marvin Gaye,4,8,20-Nov,Ain't That Peculiar,13-Nov,1965
The Byrds,8,1,4-Dec,Turn! Turn! Turn! (To Everything There Is a Season),20-Nov,1965
James Brown,7,3,18-Dec,I Got You (I Feel Good),27-Nov,1965
The Silkie,1,10,27-Nov,You've Got to Hide Your Love Away,27-Nov,1965
The Dave Clark Five,6,1,25-Dec,Over and Over,4-Dec,1965
The Shangri-Las,4,6,11-Dec,I Can Never Go Home Anymore,4-Dec,1965
