Artist,Number of weeks in top ten,Peak,Peak date,Title,Top ten entry date,Year,Unique Words,Total Words
Will Smith featuring Dru Hill and Kool Moe Dee,6,1,24-Jul,Wild Wild West,10-Jul,1999,227,774
Christina Aguilera,14,1,31-Jul,Genie in a Bottle,17-Jul,1999,103,532
Smash Mouth,12,4,14-Aug,All Star,17-Jul,1999,149,479
K-Ci & JoJo,4,2,14-Aug,Tell Me It's Real,7-Aug,1999,96,395
LFO,8,3,28-Aug,Summer Girls,7-Aug,1999,241,626
Naughty by Nature featuring Zhané,1,10,21-Aug,Jamboree,21-Aug,1999,273,573
Enrique Iglesias,6,1,4-Sep,Bailamos,28-Aug,1999,80,241
TLC,14,1,18-Sep,Unpretty,4-Sep,1999,114,488
Santana featuring Rob Thomas,30,1,23-Oct,Smooth,4-Sep,1999,110,372
Sugar Ray,7,7,2-Oct,Someday,4-Sep,1999,76,202
Chris Gaines,2,5,11-Sep,Lost in You,11-Sep,1999,68,178
Ricky Martin,5,2,25-Sep,She's All I Ever Had,18-Sep,1999,71,221
Lou Bega,12,3,13-Nov,Mambo No. 5,25-Sep,1999,138,417
Red Hot Chili Peppers,4,9,2-Oct,Scar Tissue,2-Oct,1999,77,257
Marc Anthony,19,3,27-Nov,I Need to Know,2-Oct,1999,73,430
Mariah Carey featuring Jay-Z,8,1,9-Oct,Heartbreaker,9-Oct,1999,169,633
Gloria Estefan and 'N Sync,3,2,16-Oct,Music of My Heart,16-Oct,1999,89,395
Puff Daddy featuring R. Kelly,6,2,30-Oct,Satisfy You,23-Oct,1999,260,700
Deborah Cox featuring R.L.,3,8,23-Oct,We Can't Be Friends,23-Oct,1999,101,198
Brian McKnight,15,2,20-Nov,Back at One,6-Nov,1999,119,332
Len,3,9,13-Nov,Steal My Sunshine,6-Nov,1999,167,451
Britney Spears,1,10,13-Nov,(You Drive Me) Crazy,13-Nov,1999,75,268
Jessica Simpson,10,3,11-Dec,I Wanna Love You Forever,20-Nov,1999,125,235
Jennifer Lopez,4,8,4-Dec,Waiting for Tonight,27-Nov,1999,97,191
Donell Jones featuring Lisa Lopes,6,7,11-Dec,U Know What's Up,4-Dec,1999,87,379
LFO,2,10,11-Dec,Girl on TV,11-Dec,1999,153,406
Kevon Edmonds,2,10,18-Dec,24/7,18-Dec,1999,134,266
Whitney Houston,17,4,1-Jan,My Love Is Your Love,9-Oct,2000,111,374
Savage Garden,17,1,29-Jan,I Knew I Loved You,4-Dec,2000,78,148
"Missy Elliott featuring Lil' Mo, Nas, Eve and Q-Tip",10,5,8-Jan,Hot Boyz,18-Dec,2000,283,643
Blaque,9,5,22-Jan,Bring It All to Me,25-Dec,2000,100,198
Kenny G,2,7,8-Jan,Auld Lang Syne,8-Jan,2000,546,1176
Christina Aguilera,7,1,15-Jan,What a Girl Wants,15-Jan,2000,111,407
Eiffel 65,4,6,29-Jan,Blue (Da Ba Dee),22-Jan,2000,73,618
Céline Dion,9,6,4-Mar,That's the Way It Is,29-Jan,2000,88,360
Montell Jordan,12,4,12-Feb,Get It On Tonite,5-Feb,2000,104,272
Mariah Carey featuring Joe and 98 Degrees,4,1,19-Feb,Thank God I Found You,12-Feb,2000,118,325
Blink-182,5,6,19-Feb,All the Small Things,12-Feb,2000,61,265
Santana featuring The Product G&B,18,1,8-Apr,Maria Maria,19-Feb,2000,140,412
Backstreet Boys,8,6,18-Mar,Show Me the Meaning of Being Lonely,19-Feb,2000,93,253
Lonestar,12,1,4-Mar,Amazed,26-Feb,2000,87,264
Faith Hill,19,2,22-Apr,Breathe,26-Feb,2000,96,272
'N Sync,12,4,15-Apr,Bye Bye Bye,4-Mar,2000,99,465
Destiny's Child,11,1,18-Mar,Say My Name,18-Mar,2000,153,913
Sisqó,13,3,20-May,Thong Song,1-Apr,2000,118,943
Pink,7,7,8-Apr,There You Go,8-Apr,2000,142,407
Macy Gray,9,5,20-May,I Try,15-Apr,2000,82,370
Sonique,3,8,22-Apr,It Feels So Good,22-Apr,2000,70,179
Vertical Horizon,19,1,15-Jul,Everything You Want,22-Apr,2000,106,280
Toni Braxton,7,2,6-May,He Wasn't Man Enough,29-Apr,2000,127,608
Enrique Iglesias,10,1,24-Jun,Be with You,13-May,2000,82,194
Aaliyah,15,1,17-Jun,Try Again,20-May,2000,108,652
Marc Anthony,6,2,3-Jun,You Sang to Me,27-May,2000,91,534
Joe,16,4,1-Jul,I Wanna Know,3-Jun,2000,119,244
Eminem,7,4,24-Jun,The Real Slim Shady,10-Jun,2000,346,853
Britney Spears,3,9,10-Jun,Oops!... I Did It Again,10-Jun,2000,101,355
'N Sync,11,1,29-Jul,It's Gonna Be Me,24-Jun,2000,88,359
Christina Aguilera,4,3,1-Jul,I Turn to You,1-Jul,2000,89,300
Matchbox Twenty,14,1,22-Jul,Bent,8-Jul,2000,104,311
Creed,6,7,22-Jul,Higher,8-Jul,2000,95,294
Nine Days,7,6,22-Jul,Absolutely (Story of a Girl),22-Jul,2000,106,400
Destiny's Child,16,3,19-Aug,"Jumpin', Jumpin'",29-Jul,2000,161,851
Sisqó,13,1,12-Aug,Incomplete,5-Aug,2000,132,446
Janet Jackson,12,1,26-Aug,Doesn't Really Matter,5-Aug,2000,104,722
Ruff Endz,6,5,2-Sep,No More,19-Aug,2000,149,288
3 Doors Down,18,3,11-Nov,Kryptonite,2-Sep,2000,95,289
Next,3,7,9-Sep,Wifey,2-Sep,2000,161,531
Madonna,12,1,16-Sep,Music,9-Sep,2000,60,257
Nelly,5,7,16-Sep,Country Grammar (Hot Shit),9-Sep,2000,273,841
Christina Aguilera,8,1,14-Oct,Come On Over Baby (All I Want Is You),23-Sep,2000,111,535
98 Degrees,5,2,30-Sep,Give Me Just One Night (Una Noche),30-Sep,2000,95,346
Creed,18,1,11-Nov,With Arms Wide Open,30-Sep,2000,83,239
Erykah Badu,4,6,7-Oct,Bag Lady,7-Oct,2000,94,362
Pink,9,4,25-Nov,Most Girls,14-Oct,2000,101,332
Samantha Mumba,9,4,9-Dec,Gotta Tell You,28-Oct,2000,95,390
'N Sync,9,5,2-Dec,This I Promise You,4-Nov,2000,93,271
Destiny's Child,17,1,18-Nov,Independent Women Part I,4-Nov,2000,138,631
Mýa,13,2,2-Dec,Case of the Ex,4-Nov,2000,126,639
Backstreet Boys,3,9,2-Dec,Shape of My Heart,25-Nov,2000,85,277
Dream,11,2,30-Dec,He Loves U Not,16-Dec,2000,127,486
Faith Hill,13,6,13-Jan,The Way You Love Me,18-Nov,2001,59,235
Shaggy featuring Rikrok,16,1,3-Feb,It Wasn't Me,2-Dec,2001,188,734
Outkast,12,1,17-Feb,Ms. Jackson,16-Dec,2001,253,721
Matchbox Twenty,10,5,27-Jan,If You're Gone,30-Dec,2001,95,383
Debelah Morgan,3,8,6-Jan,Dance with Me,30-Dec,2001,83,437
O-Town,1,10,6-Jan,Liquid Dreams,6-Jan,2001,118,321
Lenny Kravitz,14,4,17-Feb,Again,20-Jan,2001,75,328
Jennifer Lopez,10,3,24-Feb,Love Don't Cost a Thing,20-Jan,2001,140,534
Madonna,8,4,3-Feb,Don't Tell Me,3-Feb,2001,80,265
Joe featuring Mystikal,14,1,24-Feb,Stutter,3-Feb,2001,99,446
Shaggy featuring Rayvon,14,1,31-Mar,Angel,17-Feb,2001,141,559
Ja Rule featuring Lil' Mo and Vita,7,8,24-Mar,Put It on Me,24-Feb,2001,189,506
Crazy Town,8,1,24-Mar,Butterfly,10-Mar,2001,201,708
112,3,6,17-Mar,It's Over Now,10-Mar,2001,126,323
Jagged Edge,3,9,10-Mar,Promise,10-Mar,2001,112,264
Janet Jackson,14,1,14-Apr,All for You,24-Mar,2001,135,839
Dido,11,3,28-Apr,Thank You,31-Mar,2001,99,258
Destiny's Child,11,2,14-Apr,Survivor,31-Mar,2001,121,623
Eden's Crush,3,8,31-Mar,Get Over Yourself,31-Mar,2001,119,315
Aerosmith,3,7,7-Apr,Jaded,31-Mar,2001,86,238
Case,5,4,28-Apr,Missing You,14-Apr,2001,98,211
Tamia,2,10,14-Apr,Stranger in My House,14-Apr,2001,113,379
Lifehouse,20,2,16-Jun,Hanging by a Moment,21-Apr,2001,74,295
Nelly featuring City Spud,12,3,23-Jun,Ride wit Me,28-Apr,2001,265,1047
Uncle Kracker,8,5,9-Jun,Follow Me,5-May,2001,86,384
"Christina Aguilera, Lil' Kim, Mýa and Pink",12,1,2-Jun,Lady Marmalade,5-May,2001,194,453
S Club 7,2,10,12-May,Never Had a Dream Come True,12-May,2001,104,378
City High,4,8,26-May,What Would You Do?,19-May,2001,166,652
Nelly Furtado,1,9,26-May,I'm Like a Bird,26-May,2001,79,215
Missy Elliott,7,7,30-Jun,Get Ur Freak On,26-May,2001,142,532
R. Kelly featuring Jay-Z,6,6,23-Jun,Fiesta,2-Jun,2001,202,415
Lil' Romeo,5,3,30-Jun,My Baby,9-Jun,2001,203,819
Train,14,5,23-Jun,Drops of Jupiter (Tell Me),16-Jun,2001,152,443
112,8,4,7-Jul,Peaches & Cream,16-Jun,2001,136,632
Eve featuring Gwen Stefani,17,2,18-Aug,Let Me Blow Ya Mind,30-Jun,2001,262,488
Faith Hill,1,10,30-Jun,There You'll Be,30-Jun,2001,75,282
Usher,16,1,7-Jul,U Remind Me,7-Jul,2001,101,313
Blu Cantrell,16,2,21-Jul,Hit 'Em Up Style (Oops!),14-Jul,2001,163,680
Destiny's Child,6,1,4-Aug,Bootylicious,14-Jul,2001,141,642
Incubus,3,9,28-Jul,Drive,14-Jul,2001,81,206
O-Town,6,3,28-Jul,All or Nothing,21-Jul,2001,112,426
Mariah Carey featuring Cameo,3,2,4-Aug,Loverboy,4-Aug,2001,139,540
Alicia Keys,19,1,18-Aug,Fallin',4-Aug,2001,56,198
Jennifer Lopez featuring Ja Rule,19,1,8-Sep,I'm Real,11-Aug,2001,93,265
Jagged Edge featuring Nelly,13,3,15-Sep,Where the Party At,11-Aug,2001,214,543
Staind,12,5,20-Oct,It's Been Awhile,25-Aug,2001,94,297
Janet Jackson,6,3,1-Sep,Someone to Call My Lover,1-Sep,2001,112,412
Mary J. Blige,19,1,3-Nov,Family Affair,22-Sep,2001,134,457
Michael Jackson,1,10,22-Sep,You Rock My World,22-Sep,2001,105,752
Jay-Z,5,8,20-Oct,Izzo (H.O.V.A.),29-Sep,2001,224,690
Ginuwine,15,4,27-Oct,Differences,13-Oct,2001,125,645
Whitney Houston,1,6,27-Oct,The Star Spangled Banner,27-Oct,2001,166,318
Enrique Iglesias,14,3,17-Nov,Hero,27-Oct,2001,73,250
Nelly Furtado,8,5,10-Nov,Turn Off the Light,3-Nov,2001,127,348
Usher,20,1,15-Dec,U Got It Bad,3-Nov,2001,136,503
Ja Rule featuring Case,9,6,8-Dec,Livin' It Up,3-Nov,2001,228,613
Enya,3,10,10-Nov,Only Time,10-Nov,2001,35,123
Nickelback,23,1,22-Dec,How You Remind Me,17-Nov,2001,90,382
Destiny's Child,1,10,1-Dec,Emotion,1-Dec,2001,87,371
Pink,12,4,29-Dec,Get the Party Started,8-Dec,2001,103,300
Shakira,8,6,29-Dec,"Whenever, Wherever",15-Dec,2001,133,380
Ja Rule featuring Ashanti,16,1,23-Feb,Always on Time,22-Dec,2002,240,571
Creed,11,4,9-Feb,My Sacrifice,29-Dec,2002,79,212
Alicia Keys,7,7,9-Feb,A Woman's Worth,5-Jan,2002,125,401
The Calling,11,5,16-Mar,Wherever You Will Go,26-Jan,2002,91,260
No Doubt featuring Bounty Killer,7,5,2-Mar,Hey Baby,2-Feb,2002,139,359
Linkin Park,13,2,30-Mar,In the End,2-Feb,2002,124,460
Jennifer Lopez featuring Ja Rule,15,1,9-Mar,Ain't It Funny,9-Feb,2002,137,396
Brandy,5,7,16-Mar,What About Us?,23-Feb,2002,140,713
Craig David,1,10,2-Mar,7 Days,2-Mar,2002,177,503
Puddle of Mudd,13,5,11-May,Blurry,9-Mar,2002,94,415
Kylie Minogue,3,7,23-Mar,Can't Get You Out of My Head,16-Mar,2002,50,261
Tweet featuring Missy Elliott,7,7,4-May,Oops (Oh My),23-Mar,2002,101,343
Fat Joe featuring Ashanti and Ja Rule,14,2,6-Apr,What's Luv?,23-Mar,2002,212,753
Ashanti,17,1,20-Apr,Foolish,30-Mar,2002,128,524
'N Sync featuring Nelly,6,5,6-Apr,Girlfriend,30-Mar,2002,123,480
Usher,12,3,4-May,U Don't Have to Call,6-Apr,2002,106,274
Vanessa Carlton,15,5,18-May,A Thousand Miles,20-Apr,2002,70,281
P. Diddy featuring Usher and Loon,11,2,25-May,I Need a Girl (Part One),27-Apr,2002,224,847
Pink,4,8,11-May,Don't Let Me Get Me,4-May,2002,95,351
Michelle Branch,5,6,25-May,All You Wanted,11-May,2002,72,221
Shakira,1,9,18-May,Underneath Your Clothes,18-May,2002,114,238
Jimmy Eat World,10,5,22-Jun,The Middle,25-May,2002,73,277
Eminem,12,2,29-Jun,Without Me,25-May,2002,291,774
Nelly,18,1,29-Jun,Hot in Herre,1-Jun,2002,205,625
Truth Hurts featuring Rakim,6,9,8-Jun,Addictive,8-Jun,2002,175,450
Cam'ron featuring Juelz Santana,8,4,6-Jul,Oh Boy,15-Jun,2002,234,607
Chad Kroeger featuring Josey Scott,8,3,13-Jul,Hero,29-Jun,2002,68,244
Jennifer Lopez featuring Nas,5,10,29-Jun,I'm Gonna Be Alright,29-Jun,2002,106,420
Avril Lavigne,16,2,3-Aug,Complicated,13-Jul,2002,109,520
"P. Diddy featuring Tammy Ruggieri, Ginuwine, Loon, and Mario Winans",14,4,3-Aug,I Need a Girl (Part Two),13-Jul,2002,258,852
Nelly featuring Kelly Rowland,19,1,17-Aug,Dilemma,27-Jul,2002,180,814
"Irv Gotti presents The Inc. featuring Ja Rule, Ashanti, Charli Baltimore and Vita",5,6,17-Aug,Down 4 U,3-Aug,2002,219,818
Mario,8,4,24-Aug,Just a Friend 2002,3-Aug,2002,98,484
DJ Sammy and Yanou featuring Do,2,8,10-Aug,Heaven,10-Aug,2002,88,287
N.O.R.E.,4,10,10-Aug,Nothin',10-Aug,2002,282,892
Pink,7,8,17-Aug,Just Like a Pill,17-Aug,2002,90,396
Eve featuring Alicia Keys,12,2,14-Sep,Gangsta Lovin',24-Aug,2002,190,626
Ashanti,6,8,7-Sep,Happy,24-Aug,2002,104,259
Eminem,7,4,21-Sep,Cleanin' Out My Closet,31-Aug,2002,275,832
Dixie Chicks,1,7,31-Aug,Long Time Gone,31-Aug,2002,164,379
Creed,7,6,28-Sep,One Last Breath,14-Sep,2002,74,293
Daniel Bedingfield,1,10,28-Sep,Gotta Get thru This,28-Sep,2002,74,385
"Cam'ron featuring Juelz Santana, Freekey Zekey and Toya",10,3,2-Nov,Hey Ma,5-Oct,2002,204,603
Kelly Clarkson,7,1,5-Oct,A Moment Like This,5-Oct,2002,89,277
Ludacris featuring Mystikal and Infamous 2.0,2,10,5-Oct,Move Bitch,5-Oct,2002,229,496
Missy Elliott,16,2,16-Nov,Work It,12-Oct,2002,317,918
Eminem,16,1,9-Nov,Lose Yourself,19-Oct,2002,303,842
LL Cool J,9,4,16-Nov,Luv U Better,19-Oct,2002,216,817
No Doubt featuring Lady Saw,12,3,23-Nov,Underneath It All,19-Oct,2002,133,372
Santana featuring Michelle Branch,11,5,30-Nov,The Game of Love,2-Nov,2002,89,230
Avril Lavigne,1,10,2-Nov,Sk8er Boi,2-Nov,2002,144,390
Madonna,4,8,9-Nov,Die Another Day,9-Nov,2002,67,297
Sean Paul,6,7,7-Dec,Gimme the Light,16-Nov,2002,141,257
Jennifer Lopez featuring Jadakiss and Styles,9,3,7-Dec,Jenny from the Block,23-Nov,2002,159,734
Jay-Z featuring Beyoncé,11,4,28-Dec,'03 Bonnie & Clyde,7-Dec,2002,203,621
Nivea featuring Brian and Brandon Casey,7,8,21-Dec,Don't Mess with My Man,14-Dec,2002,119,623
"Nelly featuring Kyjuan, Ali and Murphy Lee",10,3,4-Jan,Air Force Ones,7-Dec,2003,319,851
Christina Aguilera,12,2,1-Feb,Beautiful,21-Dec,2003,86,261
B2K featuring P. Diddy,11,1,1-Feb,"Bump, Bump, Bump",28-Dec,2003,196,696
Erykah Badu featuring Common,1,9,4-Jan,Love of My Life (An Ode to Hip-Hop),4-Jan,2003,149,443
Dixie Chicks,10,7,8-Mar,Landslide,11-Jan,2003,67,183
Jennifer Lopez featuring LL Cool J,12,1,8-Feb,All I Have,25-Jan,2003,184,773
Justin Timberlake,9,3,1-Feb,Cry Me a River,25-Jan,2003,115,601
Avril Lavigne,10,4,1-Feb,I'm With You,25-Jan,2003,83,300
Ja Rule featuring Ashanti,10,2,15-Feb,Mesmerize,1-Feb,2003,216,515
Aaliyah,13,3,5-Apr,Miss You,1-Feb,2003,113,402
50 Cent,17,1,8-Mar,In da Club,15-Feb,2003,212,705
Missy Elliott featuring Ludacris,6,8,8-Mar,Gossip Folks,22-Feb,2003,352,739
R. Kelly,15,2,29-Mar,Ignition (Remix),15-Mar,2003,172,569
Kid Rock featuring Sheryl Crow or Allison Moorer,10,4,5-Apr,Picture,15-Mar,2003,135,349
Tyrese,4,7,29-Mar,How You Gonna Act Like That,29-Mar,2003,159,795
Jay-Z featuring Pharrell,3,8,12-Apr,Excuse Me Miss,5-Apr,2003,263,823
Sean Paul,17,1,10-May,Get Busy,5-Apr,2003,128,633
3 Doors Down,10,4,26-Apr,When I'm Gone,5-Apr,2003,86,429
Snoop Dogg featuring Pharrell and Uncle Charlie Wilson,4,6,26-Apr,Beautiful,12-Apr,2003,226,550
50 Cent featuring Nate Dogg,13,1,31-May,21 Questions,19-Apr,2003,192,668
Fabolous featuring Lil' Mo and Mike Shorey,9,4,31-May,Can't Let You Go,26-Apr,2003,239,529
Busta Rhymes and Mariah Carey featuring The Flipmode Squad,11,3,31-May,I Know What You Want,26-Apr,2003,283,696
American Idol Finalists,1,4,3-May,God Bless the U.S.A.,3-May,2003,101,270
Justin Timberlake,7,5,10-May,Rock Your Body,3-May,2003,136,667
Evanescence,12,5,7-Jun,Bring Me to Life,10-May,2003,104,344
Lil' Kim featuring 50 Cent,12,2,12-Jul,Magic Stick,31-May,2003,215,648
Beyoncé featuring Jay-Z,16,1,12-Jul,Crazy in Love,14-Jun,2003,206,834
Matchbox Twenty,17,5,19-Jul,Unwell,14-Jun,2003,107,358
Ashanti,9,2,2-Aug,Rock wit U (Awww Baby),21-Jun,2003,81,521
Clay Aiken,4,1,28-Jun,This Is the Night,28-Jun,2003,87,222
Ruben Studdard,2,2,28-Jun,Flying Without Wings,28-Jun,2003,115,262
Chingy,17,2,9-Aug,Right Thurr,12-Jul,2003,212,564
Monica,1,10,12-Jul,So Gone,12-Jul,2003,121,432
Kelly Clarkson,3,9,19-Jul,Miss Independent,19-Jul,2003,112,284
Lumidee featuring Fabolous and Busta Rhymes,7,3,16-Aug,"Never Leave You (Uh Oooh, Uh Oooh)",19-Jul,2003,83,306
Ginuwine,5,8,2-Aug,In Those Jeans,26-Jul,2003,117,357
Uncle Kracker featuring Dobie Gray,1,9,2-Aug,Drift Away,2-Aug,2003,93,394
50 Cent featuring Snoop Dogg,12,3,23-Aug,P.I.M.P.,2-Aug,2003,225,864
Lil Jon & the Eastside Boyz featuring Ying Yang Twins,16,2,25-Oct,Get Low,9-Aug,2003,207,800
The Black Eyed Peas,9,8,9-Aug,Where Is the Love?,9-Aug,2003,243,657
Fabolous featuring Ashanti or Tamia,10,4,20-Sep,Into You,16-Aug,2003,238,687
Pharrell Williams featuring Jay-Z,9,5,20-Sep,Frontin',23-Aug,2003,149,412
"Nelly, P. Diddy and Murphy Lee",12,1,6-Sep,Shake Ya Tailfeather,23-Aug,2003,291,866
Beyoncé featuring Sean Paul,15,1,4-Oct,Baby Boy,6-Sep,2003,170,667
YoungBloodZ featuring Lil Jon,10,4,1-Nov,Damn!,4-Oct,2003,282,698
Ludacris featuring Shawnna,16,1,6-Dec,Stand Up,11-Oct,2003,222,478
3 Doors Down,17,5,8-Nov,Here Without You,18-Oct,2003,91,277
Chingy featuring Ludacris and Snoop Dogg,10,3,8-Nov,Holidae In,25-Oct,2003,333,783
Ashanti,4,7,8-Nov,Rain on Me,25-Oct,2003,115,321
Santana featuring Alex Band or Chad Kroeger,4,8,25-Oct,Why Don't You & I,25-Oct,2003,112,483
Jagged Edge,10,6,20-Dec,Walked Outta Heaven,15-Nov,2003,135,343
Outkast,17,1,13-Dec,Hey Ya!,22-Nov,2003,143,440
R. Kelly,4,9,13-Dec,Step in the Name of Love,22-Nov,2003,177,719
Baby Bash featuring Frankie J,11,7,6-Dec,Suga Suga,22-Nov,2003,143,596
Kelis,9,3,27-Dec,Milkshake,13-Dec,2003,93,303
Jay-Z,1,10,27-Dec,Change Clothes,27-Dec,2003,234,721
Outkast featuring Sleepy Brown,21,1,14-Feb,The Way You Move,8-Nov,2004,204,532
Alicia Keys,11,3,31-Jan,You Don't Know My Name,20-Dec,2004,217,686
Beyoncé,11,4,21-Feb,"Me, Myself and I",3-Jan,2004,172,740
Twista featuring Kanye West and Jamie Foxx,13,1,21-Feb,Slow Jamz,3-Jan,2004,255,728
No Doubt,2,10,31-Jan,It's My Life,31-Jan,2004,50,182
Nickelback,4,7,14-Feb,Someday,31-Jan,2004,93,379
Usher featuring Lil Jon and Ludacris,24,1,28-Feb,Yeah!,31-Jan,2004,197,688
Cassidy featuring R. Kelly,9,4,27-Mar,Hotel,14-Feb,2004,187,710
Ying Yang Twins featuring Lil Jon & the East Side Boyz,2,9,14-Feb,Salt Shaker,14-Feb,2004,202,492
Ruben Studdard,4,9,28-Feb,Sorry 2004,21-Feb,2004,143,569
Chingy featuring J-Weav,9,2,13-Mar,One Call Away,28-Feb,2004,229,675
J-Kwon,12,2,17-Apr,Tipsy,28-Feb,2004,200,641
Ludacris,6,6,20-Mar,Splash Waterfalls,6-Mar,2004,207,491
Jay-Z,7,5,10-Apr,Dirt Off Your Shoulder,20-Mar,2004,214,700
Evanescence,5,7,10-Apr,My Immortal,20-Mar,2004,92,272
Britney Spears,3,9,27-Mar,Toxic,20-Mar,2004,85,264
Clay Aiken,1,4,3-Apr,Solitaire,3-Apr,2004,79,226
Mario Winans featuring Enya and P. Diddy,14,2,24-Apr,I Don't Wanna Know,3-Apr,2004,163,573
Maroon 5,14,5,24-Apr,This Love,3-Apr,2004,103,293
Usher,18,1,22-May,Burn,10-Apr,2004,156,657
Beyoncé,11,3,5-Jun,Naughty Girl,17-Apr,2004,81,432
Alicia Keys,20,4,3-Jul,If I Ain't Got You,24-Apr,2004,85,279
D12,5,6,15-May,My Band,24-Apr,2004,328,1109
Kanye West featuring Syleena Johnson,4,7,22-May,All Falls Down,1-May,2004,240,527
Twista,9,6,22-May,Overnight Celebrity,8-May,2004,265,774
Hoobastank,14,2,19-Jun,The Reason,15-May,2004,71,242
Petey Pablo,7,7,3-Jul,Freek-a-Leek,29-May,2004,231,797
Usher,13,1,24-Jul,Confessions Part II,5-Jun,2004,147,651
Outkast,2,9,19-Jun,Roses,12-Jun,2004,202,401
Juvenile featuring Soulja Slim,12,1,7-Aug,Slow Motion,3-Jul,2004,241,571
Fantasia,2,1,10-Jul,I Believe,10-Jul,2004,122,319
Nina Sky featuring Jabba,9,4,7-Aug,Move Ya Body,10-Jul,2004,102,442
Lloyd Banks,4,8,24-Jul,On Fire,10-Jul,2004,206,476
Kevin Lyttle featuring Spragga Benz,10,4,14-Aug,Turn Me On,17-Jul,2004,121,475
Terror Squad featuring Fat Joe,17,1,21-Aug,Lean Back,24-Jul,2004,273,651
Christina Milian,9,5,21-Aug,Dip It Low,31-Jul,2004,111,507
Lil' Flip featuring Lea,11,2,28-Aug,Sunshine,7-Aug,2004,187,522
Ciara featuring Petey Pablo,17,1,11-Sep,Goodies,14-Aug,2004,211,507
Nelly featuring Jaheim,10,4,4-Sep,My Place,21-Aug,2004,185,551
Ashlee Simpson,6,5,18-Sep,Pieces of Me,28-Aug,2004,107,329
Maroon 5,11,5,25-Sep,She Will Be Loved,11-Sep,2004,115,349
Akon featuring Styles P,7,8,9-Oct,Locked Up,18-Sep,2004,127,493
Alicia Keys featuring Tony! Toni! Toné!,4,8,2-Oct,Diary,25-Sep,2004,89,267
Usher and Alicia Keys,19,1,30-Oct,My Boo,25-Sep,2004,111,603
Avril Lavigne,4,9,2-Oct,My Happy Ending,2-Oct,2004,95,361
Destiny's Child,14,3,30-Oct,Lose My Breath,9-Oct,2004,137,514
Eminem,6,6,30-Oct,Just Lose It,16-Oct,2004,262,741
Kelly Clarkson,10,6,20-Nov,Breakaway,30-Oct,2004,122,343
Snoop Dogg featuring Pharrell,17,1,11-Dec,Drop It Like It's Hot,30-Oct,2004,247,860
Nelly featuring Tim McGraw,15,3,4-Dec,Over and Over,30-Oct,2004,111,515
Trick Daddy featuring Lil Jon and Twista,7,7,27-Nov,Let's Go,6-Nov,2004,201,536
Ja Rule featuring R. Kelly and Ashanti,9,5,27-Nov,Wonderful,20-Nov,2004,205,629
Fabolous,1,10,27-Nov,Breathe,27-Nov,2004,262,687
Mario,21,1,1-Jan,Let Me Love You,27-Nov,2005,120,479
Ciara featuring Missy Elliott,17,2,8-Jan,"1, 2 Step",4-Dec,2005,157,359
Lil Jon & the East Side Boyz featuring Usher and Ludacris,14,3,22-Jan,Lovers & Friends,11-Dec,2005,560,941
Destiny's Child featuring T.I. and Lil Wayne,11,3,12-Feb,Soldier,18-Dec,2005,253,1065
Gavin DeGraw,2,10,1-Jan,I Don't Want to Be,1-Jan,2005,93,380
50 Cent,17,3,26-Mar,Disco Inferno,8-Jan,2005,202,489
The Game featuring 50 Cent,12,4,19-Feb,How We Do,22-Jan,2005,239,629
Green Day,14,2,5-Mar,Boulevard of Broken Dreams,29-Jan,2005,74,276
T.I.,1,9,5-Feb,Bring Em Out,5-Feb,2005,236,609
Kelly Clarkson,20,2,9-Apr,Since U Been Gone,12-Feb,2005,83,305
50 Cent featuring Olivia,14,1,5-Mar,Candy Shop,19-Feb,2005,201,461
Gwen Stefani featuring Eve,8,7,5-Mar,Rich Girl,26-Feb,2005,145,465
Usher,7,8,26-Mar,Caught Up,5-Mar,2005,118,415
Frankie J featuring Baby Bash,8,3,2-Apr,Obsession (No Es Amor),19-Mar,2005,143,514
The Game featuring 50 Cent,12,2,16-Apr,Hate It or Love It,2-Apr,2005,270,713
Akon,7,4,23-Apr,Lonely,16-Apr,2005,156,596
Amerie,3,8,23-Apr,1 Thing,23-Apr,2005,115,582
Gwen Stefani,18,1,7-May,Hollaback Girl,23-Apr,2005,98,327
Rob Thomas,6,6,21-May,Lonely No More,23-Apr,2005,104,395
Ciara featuring Ludacris,11,2,21-May,Oh,30-Apr,2005,198,445
Coldplay,2,8,7-May,Speed of Sound,7-May,2005,112,326
50 Cent,12,3,18-Jun,Just a Lil Bit,14-May,2005,202,617
Bobby Valentino,3,8,21-May,Slow Down,14-May,2005,120,218
Mariah Carey,23,1,4-Jun,We Belong Together,14-May,2005,162,471
The Black Eyed Peas,12,3,25-Jun,Don't Phunk with My Heart,28-May,2005,134,468
Kelly Clarkson,15,6,11-Jun,Behind These Hazel Eyes,4-Jun,2005,98,304
Will Smith,5,7,18-Jun,Switch,4-Jun,2005,178,418
The Killers,1,10,11-Jun,Mr. Brightside,11-Jun,2005,93,313
Pretty Ricky,5,7,25-Jun,Grind with Me,18-Jun,2005,180,635
Carrie Underwood,4,1,2-Jul,Inside Your Heaven,2-Jul,2005,93,282
Fat Joe featuring Nelly,3,9,30-Jul,Get It Poppin',2-Jul,2005,222,746
Bo Bice,2,2,9-Jul,Inside Your Heaven,9-Jul,2005,88,272
The Pussycat Dolls featuring Busta Rhymes,14,2,20-Aug,Don't Cha,9-Jul,2005,235,708
